,Date,Word,Clue,Primary Cluster,Cluster,ends in question,number words,length of clue,no alphabet characters,is quote,contains underscore,contains asterisk,contains done,number of non-consecutive periods in clue,is ellipsis in clue,avg word length,number commas in clue,percentage words (other than first word) that are upper-case,number non a-z or 1-9 characters in clue,contains e.g.,contains etc.,quoted clues,contains dir.,"contains ,maybe",contains word before,contains bible clue
760768,8/17/1994,SORES,Chafed places,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.5,0.0,False,False,False,False,False,False,False
760823,8/16/1994,ENOS,Son of Seth,Other,,False,3,11,2,False,False,False,False,0,False,3.0,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
760881,8/15/1994,AMOS,"""Famous"" cookie man",Other,,False,3,19,4,False,False,False,False,0,False,5.666666666666667,0,0.0,0.10526315789473684,False,False,False,False,False,False,False
760938,8/14/1994,SHEBA,Ancient Yemen,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.5,0.0,False,False,False,False,False,False,False
760975,8/14/1994,TALENTS,Dowers,Single Word,,False,1,6,0,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,False,False,False,False,False
760981,8/14/1994,ART,Uffizi contents,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,False,False,False,False,False
761002,8/14/1994,AMEN,Verily,Single Word,,False,1,6,0,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,False,False,False,False,False
761033,8/14/1994,SPY,"Bond, for one",Other,,False,3,13,3,False,False,False,False,0,False,3.6666666666666665,1,0.0,0.07692307692307693,False,False,False,False,False,False,False
761069,8/14/1994,ANT,Colony member,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,False,False,False,False,False
761074,8/14/1994,ISAAC,Spanish composer Albeniz,Other,,False,3,24,2,False,False,False,False,0,False,7.333333333333333,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
761078,8/14/1994,INN,Auberge,Single Word,,False,1,7,0,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,False,False,False,False,False
761117,8/13/1994,INN,Danube feeder,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.5,0.0,False,False,False,False,False,False,False
761122,8/13/1994,THOMAS,"""A Child's Christmas in Wales"" poet",Other,,False,6,35,8,False,False,False,False,0,False,5.0,0,0.5,0.08571428571428572,False,False,False,False,False,False,False
761254,8/11/1994,ARI,"___ Ben Canaan of ""Exodus""",Other,,False,5,26,9,False,True,False,False,0,False,4.4,0,0.6,0.19230769230769232,False,False,False,False,False,False,False
761272,8/11/1994,ESTHER,Old Testament book,Other,,False,3,18,2,False,False,False,False,0,False,5.333333333333333,0,0.6666666666666666,0.0,False,False,False,False,False,False,True
761282,8/11/1994,BOAZ,Ruth's husband,Other,,False,2,14,2,False,False,False,False,0,False,6.5,0,0.5,0.07142857142857142,False,False,False,False,False,False,False
761311,8/10/1994,INRI,Biblical initials,Other,,False,2,17,1,False,False,False,False,0,False,8.0,0,0.0,0.0,False,False,False,False,False,False,True
761370,8/10/1994,IDO,Words before a kiss?,Other,,True,4,20,4,False,False,False,False,0,False,4.25,0,0.0,0.05,False,False,False,False,False,False,False
761387,8/9/1994,EDEN,Heaven on earth,Other,,False,3,15,2,False,False,False,False,0,False,4.333333333333333,0,0.0,0.0,False,False,False,False,False,False,False
761512,8/8/1994,TEXT,Not pictures,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.0,0.0,False,False,False,False,False,False,False
761590,8/7/1994,UNTO,Golden-rule word,Other,,False,2,16,2,False,False,False,False,0,False,7.5,0,0.0,0.0625,False,False,False,False,False,False,False
761640,8/7/1994,RED,Raw,Single Word,,False,1,3,0,False,False,False,False,0,False,3.0,0,0.0,0.0,False,False,False,False,False,False,False
761743,8/5/1994,ACTS,Romans preceder,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,False,False,False,False,False
761753,8/5/1994,ROM,"Computer capacity, for short",Other,,False,4,28,4,False,False,False,False,0,False,6.25,1,0.25,0.03571428571428571,False,False,False,False,False,False,False
761778,8/4/1994,ARI,Greek nickname,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.0,0.0,False,False,False,False,False,False,False
761786,8/4/1994,ART,Mr. Buchwald,Other,,False,2,12,2,False,False,False,False,1,False,5.5,0,1.0,0.08333333333333333,False,False,False,False,False,False,False
761815,8/4/1994,IRAN,It's south of Georgia,Other,,False,4,21,4,False,False,False,False,0,False,4.5,0,0.5,0.047619047619047616,False,False,False,False,False,False,False
761873,8/3/1994,EDEN,Nirvana,Single Word,,False,1,7,0,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,False,False,False,False,False
761924,8/2/1994,ENOS,Cain's nephew,Other,,False,2,13,2,False,False,False,False,0,False,6.0,0,0.5,0.07692307692307693,False,False,False,False,False,False,False
761937,8/2/1994,ALOU,"Felipe, Jesus or Matty",Other,,False,4,22,4,False,False,False,False,0,False,4.75,1,0.75,0.045454545454545456,False,False,False,False,False,False,True
761938,8/2/1994,EZRA,Former Mormon chief ___Taft Benson,Other,,False,5,34,7,False,True,False,False,0,False,6.0,0,0.8,0.08823529411764706,False,False,False,False,False,False,False
761956,8/2/1994,ELIAS,Biblical prophet,Other,,False,2,16,1,False,False,False,False,0,False,7.5,0,0.0,0.0,False,False,False,False,False,False,True
761959,8/2/1994,WEPT,Grieved,Single Word,,False,1,7,0,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,False,False,False,False,False
762001,8/1/1994,ACTS,Nightclub bits,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.5,0.0,False,False,False,False,False,False,False
762116,7/31/1994,SIN,Sermon subject,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.5,0.0,False,False,False,False,False,False,False
762213,7/30/1994,ASS,Balaam's beast,Other,,False,2,14,2,False,False,False,False,0,False,6.5,0,0.5,0.07142857142857142,False,False,False,False,False,False,False
762240,7/29/1994,ABEL,German virtuoso Karl,Other,,False,3,20,2,False,False,False,False,0,False,6.0,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
762270,7/29/1994,ENOS,Western Electric co-founder Barton,Other,,False,4,34,4,False,False,False,False,0,False,7.75,0,0.5,0.029411764705882353,False,False,False,False,False,False,False
762274,7/29/1994,INN,"Wayside, for one",Other,,False,3,16,3,False,False,False,False,0,False,4.666666666666667,1,0.3333333333333333,0.0625,False,False,False,False,False,False,False
762317,7/28/1994,INN,"Du Maurier's ""Jamaica ___""",Other,,False,4,26,9,False,True,False,False,0,False,5.75,0,0.75,0.23076923076923078,False,False,False,False,False,False,False
762318,7/28/1994,CLI,Year in the reign of Pius I,Other,,False,7,27,6,False,False,False,False,0,False,3.0,0,0.2857142857142857,0.0,False,False,False,False,False,False,False
762329,7/28/1994,YEA,One vote,Other,,False,2,8,1,False,False,False,False,0,False,3.5,0,0.0,0.0,False,False,False,False,False,False,False
762331,7/28/1994,AVA,Fred Astaire's daughter,Other,,False,3,23,3,False,False,False,False,0,False,7.0,0,0.6666666666666666,0.043478260869565216,False,False,False,False,False,False,False
762343,7/28/1994,AMOS,Freeman Gosden radio role,Other,,False,4,25,3,False,False,False,False,0,False,5.5,0,0.5,0.0,False,False,False,False,False,False,False
762353,7/28/1994,IDO,Familiar vow,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.5,0.0,False,False,False,False,False,False,False
762354,7/28/1994,MAGUS,"Balthazar,. e.g.",Other,,False,2,16,5,False,False,False,False,3,False,7.5,1,0.5,0.25,True,False,False,False,False,False,False
762545,7/25/1994,EAST,Sunup direction,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,0.5,0.0,False,False,False,False,False,False,False
762602,7/24/1994,IDOL,Pedestal figure,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,False,False,False,False,False
762703,7/23/1994,ORIGINALSIN,Eden event,Other,,False,2,10,1,False,False,False,False,0,False,4.5,0,0.5,0.0,False,False,False,False,False,False,False
762753,7/23/1994,ASCH,"""The Apostle"" novelist",Other,,False,3,22,4,False,False,False,False,0,False,6.666666666666667,0,0.3333333333333333,0.09090909090909091,False,False,False,False,False,False,False
762827,7/21/1994,DANIEL,1973 Elton John hit,Other,,False,4,19,7,False,False,False,False,0,False,4.0,0,0.5,0.0,False,False,False,False,False,False,False
762892,7/20/1994,SHALT,Ten Commandments word,Other,,False,3,21,2,False,False,False,False,0,False,6.333333333333333,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
762917,7/20/1994,ADAM,West of Gotham City,Other,,False,4,19,3,False,False,False,False,0,False,4.0,0,0.75,0.0,False,False,False,False,False,False,False
762924,7/20/1994,HEROD,Biblical king with 10 wives,Other,,False,5,27,6,False,False,False,False,0,False,4.6,0,0.0,0.0,False,False,False,False,False,False,True
762929,7/20/1994,LAMB,"""Mrs. Battle's Opinions on Whist"" writer",Other,,False,6,40,9,False,False,False,False,1,False,5.833333333333333,0,0.5,0.1,False,False,False,False,False,False,False
762979,7/19/1994,NOAH,Shem's father,Other,,False,2,13,2,False,False,False,False,0,False,6.0,0,0.5,0.07692307692307693,False,False,False,False,False,False,False
762992,7/19/1994,VULGATE,Common speech,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,False,False,False,False,False
763032,7/19/1994,REST,"""Give it a ___""",Other,,False,4,15,8,True,True,False,False,0,False,3.0,0,0.0,0.3333333333333333,False,False,True,False,False,False,False
763110,7/17/1994,IONIA,Land of ancient Ephesus,Other,,False,4,23,3,False,False,False,False,0,False,5.0,0,0.25,0.0,False,False,False,False,False,False,False
763142,7/17/1994,ELISHA,Inventor Otis,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,1.0,0.0,False,False,False,False,False,False,False
763147,7/17/1994,EAST,"Locale of Shakespeare's ""fiery portal""",Other,,False,5,38,7,False,False,False,False,0,False,6.8,0,0.4,0.07894736842105263,False,False,False,False,False,False,False
763181,7/17/1994,ETH,Ordinal number ender,Other,,False,3,20,2,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,False,False,False,False,False
763238,7/16/1994,ARI,"""Exodus"" hero",Other,,False,2,13,3,False,False,False,False,0,False,6.0,0,0.0,0.15384615384615385,False,False,False,False,False,False,False
763281,7/16/1994,ANT,Tidbit for the formicivorous,Other,,False,4,28,3,False,False,False,False,0,False,6.25,0,0.0,0.0,False,False,False,False,False,False,False
763298,7/16/1994,YEA,Pro choice?,Other,,True,2,11,2,False,False,False,False,0,False,5.0,0,0.5,0.09090909090909091,False,False,False,False,False,False,False
763437,7/13/1994,SODOM,Place that Lot fled,Other,,False,4,19,3,False,False,False,False,0,False,4.0,0,0.25,0.0,False,False,False,False,False,False,False
763468,7/13/1994,SHEM,Noah's eldest,Other,,False,2,13,2,False,False,False,False,0,False,6.0,0,0.5,0.07692307692307693,False,False,False,False,False,False,False
763503,7/12/1994,ESSENE,Ancient ascetic,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,0.5,0.0,False,False,False,False,False,False,False
763569,7/12/1994,ILE,___ de France,Other,,False,3,13,5,False,True,False,False,0,False,3.6666666666666665,0,0.3333333333333333,0.23076923076923078,False,False,False,False,False,False,False
763645,7/11/1994,HAM,Hardly an underperformer,Other,,False,3,24,2,False,False,False,False,0,False,7.333333333333333,0,0.0,0.0,False,False,False,False,False,False,False
763676,7/10/1994,ILE,___ du Diable,Other,,False,3,13,5,False,True,False,False,0,False,3.6666666666666665,0,0.3333333333333333,0.23076923076923078,False,False,False,False,False,False,False
763727,7/10/1994,CANST,Biblical verb,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,False,False,False,False,True
763779,7/9/1994,CANA,Site of Jesus' first miracle,Other,,False,5,28,5,False,False,False,False,0,False,4.8,0,0.4,0.03571428571428571,False,False,False,False,False,False,True
763828,7/8/1994,DEADSEA,Jordan River's outlet,Other,,False,3,21,3,False,False,False,False,0,False,6.333333333333333,0,0.6666666666666666,0.047619047619047616,False,False,False,False,False,False,False
763884,7/7/1994,IONIA,Onetime Aegean land,Other,,False,3,19,2,False,False,False,False,0,False,5.666666666666667,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
763910,7/7/1994,NAOMI,Ruth's mother-in-law,Other,,False,2,20,4,False,False,False,False,0,False,9.5,0,0.5,0.15,False,False,False,False,False,False,False
763920,7/7/1994,INN,Rest stop,Other,,False,2,9,1,False,False,False,False,0,False,4.0,0,0.5,0.0,False,False,False,False,False,False,False
764054,7/5/1994,IRONY,Subtle twist,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.5,0.0,False,False,False,False,False,False,False
764063,7/5/1994,HAN,"Solo of ""Star Wars""",Other,,False,4,19,5,False,False,False,False,0,False,4.0,0,0.5,0.10526315789473684,False,False,False,False,False,False,False
764120,7/4/1994,ESTHER,Book after Nehemiah,Other,,False,3,19,2,False,False,False,False,0,False,5.666666666666667,0,0.6666666666666666,0.0,False,False,False,False,False,False,False
764141,7/4/1994,ENOS,Son of Seth,Other,,False,3,11,2,False,False,False,False,0,False,3.0,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
764166,7/3/1994,ARARAT,Mountain in Turkey,Other,,False,3,18,2,False,False,False,False,0,False,5.333333333333333,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
764196,7/3/1994,ELON,North Carolina college,Other,,False,3,22,2,False,False,False,False,0,False,6.666666666666667,0,0.6666666666666666,0.0,False,False,False,False,False,False,False
764239,7/3/1994,ELAM,Susa's country,Other,,False,2,14,2,False,False,False,False,0,False,6.5,0,0.5,0.07142857142857142,False,False,False,False,False,False,False
764274,7/3/1994,ANNE,Novelist Tyler,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.5,0.0,False,False,False,False,False,False,False
764308,7/2/1994,INIGO,Architect Jones,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,1.0,0.0,False,False,False,False,False,False,False
764425,7/1/1994,ARAM,Ancient Syria,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,1.0,0.0,False,False,False,False,False,False,False
764546,6/29/1994,RED,Danger signal,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.5,0.0,False,False,False,False,False,False,False
764648,6/27/1994,AVA,One of Frank's exes,Other,,False,4,19,4,False,False,False,False,0,False,4.0,0,0.25,0.05263157894736842,False,False,False,False,False,False,False
764673,6/27/1994,EVE,First lady,Other,,False,2,10,1,False,False,False,False,0,False,4.5,0,0.5,0.0,False,False,False,False,False,False,False
764675,6/27/1994,ELIAS,Inventor Howe,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,1.0,0.0,False,False,False,False,False,False,False
764684,6/27/1994,MAGUS,"John Fowles novel, with ""The""",Other,,False,5,29,7,False,False,False,False,0,False,5.0,1,0.6,0.10344827586206896,False,False,False,False,False,False,False
764799,6/26/1994,IRAN,Tabriz locale,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.5,0.0,False,False,False,False,False,False,False
764806,6/26/1994,PSALMS,Job follower,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.5,0.0,False,False,False,False,False,False,False
764837,6/26/1994,SIN,"Zola's ""The ___ of Father Mouret""",Other,,False,6,33,11,False,True,False,False,0,False,4.666666666666667,0,0.6666666666666666,0.18181818181818182,False,False,False,False,False,False,False
764853,6/26/1994,TIS,"Third word of ""America""",Other,,False,4,23,5,False,False,False,False,0,False,5.0,0,0.25,0.08695652173913043,False,False,False,False,False,False,False
764854,6/26/1994,ROM,CD ___,Other,,False,2,6,4,False,True,False,False,0,False,2.5,0,0.0,0.5,False,False,False,False,False,False,False
764856,6/26/1994,ASS,Clod,Single Word,,False,1,4,0,False,False,False,False,0,False,4.0,0,0.0,0.0,False,False,False,False,False,False,False
764860,6/25/1994,EPISTLE,Letter from St. Paul,Other,,False,4,20,4,False,False,False,False,1,False,4.25,0,0.5,0.05,False,False,False,False,False,False,False
764918,6/24/1994,PSALM,Jubilate or Miserere,Other,,False,3,20,2,False,False,False,False,0,False,6.0,0,0.6666666666666666,0.0,False,False,False,False,False,False,False
764919,6/24/1994,EPIC,"""Paradise Lost,"" for one",Other,,False,4,24,6,False,False,False,False,0,False,5.25,1,0.25,0.125,False,False,False,False,False,False,False
764997,6/23/1994,JOB,Coffee-break brake,Other,,False,2,18,2,False,False,False,False,0,False,8.5,0,0.0,0.05555555555555555,False,False,False,False,False,False,False
765051,6/23/1994,THOU,What you used to be,Other,,False,5,19,4,False,False,False,False,0,False,3.0,0,0.0,0.0,False,False,False,False,False,False,False
765080,6/22/1994,EAST,Orient,Single Word,,False,1,6,0,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,False,False,False,False,False
765156,6/21/1994,IDOL,Worshiped one,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,False,False,False,False,False
765191,6/21/1994,ABEL,Soviet spy Rudolf,Other,,False,3,17,2,False,False,False,False,0,False,5.0,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
765276,6/19/1994,ADAH,Esau?Æs wife,Other,,False,2,12,3,False,False,False,False,0,False,5.5,0,0.5,0.16666666666666666,False,False,False,False,False,False,False
765285,6/19/1994,SINAI,Asia-Africa link,Other,,False,2,16,2,False,False,False,False,0,False,7.5,0,0.5,0.0625,False,False,False,False,False,False,False
765289,6/19/1994,EST,Exaggerator?Æs suffix,Other,,False,2,21,3,False,False,False,False,0,False,10.0,0,0.0,0.09523809523809523,False,False,False,False,False,False,False
765294,6/19/1994,SETH,Adam was his father,Other,,False,4,19,3,False,False,False,False,0,False,4.0,0,0.25,0.0,False,False,False,False,False,False,False
765298,6/19/1994,STD,Approved model: Abbr.,Other,,False,3,21,4,False,False,False,False,1,False,6.333333333333333,0,0.3333333333333333,0.09523809523809523,False,False,False,False,False,False,False
765299,6/19/1994,MARY,Contrary girl,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,False,False,False,False,False
765307,6/19/1994,ABBA,Group with the hit ?ôWaterloo?ö,Other,,False,5,31,8,False,False,False,False,0,False,5.4,0,0.2,0.12903225806451613,False,False,False,False,False,False,False
765361,6/19/1994,TYRE,City in the Crusades,Other,,False,4,20,3,False,False,False,False,0,False,4.25,0,0.5,0.0,False,False,False,False,False,False,False
765394,6/19/1994,ELI,Big name in New Haven,Other,,False,5,21,4,False,False,False,False,0,False,3.4,0,0.4,0.0,False,False,False,False,False,False,False
765406,6/18/1994,NAZARENE,Jesus was one,Other,,False,3,13,2,False,False,False,False,0,False,3.6666666666666665,0,0.3333333333333333,0.0,False,False,False,False,False,False,True
765448,6/17/1994,MARY,"Higgins Clark, the novelist",Other,,False,4,27,4,False,False,False,False,0,False,6.0,1,0.5,0.037037037037037035,False,False,False,False,False,False,False
765473,6/17/1994,ADAM,Human #1,Other,,False,2,8,3,False,False,False,False,0,False,3.5,0,0.5,0.125,False,False,False,False,False,False,False
765491,6/17/1994,EDEN,"""Harper Valley P.T.A."" star",Other,,False,4,27,8,False,False,False,False,3,False,6.0,0,0.5,0.18518518518518517,False,False,False,False,False,False,False
765546,6/16/1994,IRAQ,Modern site of ancient Kish,Other,,False,5,27,4,False,False,False,False,0,False,4.6,0,0.4,0.0,False,False,False,False,False,False,False
765635,6/14/1994,GOD,Mercury or Mars,Other,,False,3,15,2,False,False,False,False,0,False,4.333333333333333,0,0.6666666666666666,0.0,False,False,False,False,False,False,False
765651,6/14/1994,ARI,Christina's dad,Other,,False,2,15,2,False,False,False,False,0,False,7.0,0,0.5,0.06666666666666667,False,False,False,False,False,False,False
765662,6/14/1994,MATEO,"San ___, Calif.",Other,,False,3,15,7,False,True,False,False,1,False,4.333333333333333,1,0.6666666666666666,0.3333333333333333,False,False,False,False,False,False,False
765724,6/13/1994,ABNER,Baseball's Doubleday,Other,,False,2,20,2,False,False,False,False,0,False,9.5,0,0.5,0.05,False,False,False,False,False,False,False
765775,6/13/1994,ART,"Trump's ""The ___ of the Deal""",Other,,False,6,29,11,False,True,False,False,0,False,4.0,0,0.5,0.20689655172413793,False,False,False,False,False,False,False
765822,6/12/1994,ILE,Seine sight,Other,,False,2,11,1,False,False,False,False,0,False,5.0,0,0.5,0.0,False,False,False,False,False,False,False
765831,6/12/1994,ERAT,Part of Q.E.D.,Other,,False,3,14,5,False,False,False,False,3,False,4.0,0,0.3333333333333333,0.21428571428571427,False,False,False,False,False,False,False
766020,6/10/1994,BEARD,Goat feature,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.5,0.0,False,False,False,False,False,False,False
766104,6/9/1994,EVE,Time before,Other,,False,2,11,1,False,False,False,False,0,False,5.0,0,0.0,0.0,False,False,False,False,False,False,False
766109,6/8/1994,INN,Rustic lodging,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.0,0.0,False,False,False,False,False,False,False
766120,6/8/1994,ECCE,___ homo,Other,,False,2,8,4,False,True,False,False,0,False,3.5,0,0.0,0.375,False,False,False,False,False,False,False
766185,6/7/1994,ELI,Bulldog,Single Word,,False,1,7,0,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,False,False,False,False,False
766187,6/7/1994,ILE,"Martinique, e.g.",Other,,False,2,16,4,False,False,False,False,2,False,7.5,1,0.5,0.1875,True,False,False,False,False,False,False
766244,6/6/1994,AVA,Actress Gardner,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,1.0,0.0,False,False,False,False,False,False,False
766300,6/6/1994,BAAL,False god,Other,,False,2,9,1,False,False,False,False,0,False,4.0,0,0.5,0.0,False,False,False,False,False,False,False
766335,6/5/1994,THEE,Word among Friends,Other,,False,3,18,2,False,False,False,False,0,False,5.333333333333333,0,0.6666666666666666,0.0,False,False,False,False,False,False,False
766458,6/4/1994,ESAU,Birthright seller,Other,,False,2,17,1,False,False,False,False,0,False,8.0,0,0.5,0.0,False,False,False,False,False,False,False
766520,6/3/1994,IRAN,Nation on the Strait of Hormuz,Other,,False,6,30,5,False,False,False,False,0,False,4.166666666666667,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
766556,6/3/1994,ART,High school class,Other,,False,3,17,2,False,False,False,False,0,False,5.0,0,0.0,0.0,False,False,False,False,False,False,False
766628,6/1/1994,PAUL,Singing Beatle,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.5,0.0,False,False,False,False,False,False,False
766655,6/1/1994,TRIO,"Andrews Sisters, e.g.",Other,,False,3,21,5,False,False,False,False,2,False,6.333333333333333,1,0.6666666666666666,0.14285714285714285,True,False,False,False,False,False,False
766689,6/1/1994,HOSEA,Hebrew prophet,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.5,0.0,False,False,False,False,False,False,False
766703,5/31/1994,TRIO,"Wynken, BIynken and Nod, e.g.",Other,,False,5,29,8,False,False,False,False,2,False,5.0,2,0.6,0.13793103448275862,True,False,False,False,False,False,False
766706,5/31/1994,SIN,Transgression,Single Word,,False,1,13,0,False,False,False,False,0,False,13.0,0,0.0,0.0,False,False,False,False,False,False,False
766792,5/30/1994,SAUL,Author Bellow,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.5,0.0,False,False,False,False,False,False,False
766798,5/30/1994,NAOMI,The elder Judd,Other,,False,3,14,2,False,False,False,False,0,False,4.0,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
766817,5/30/1994,JAMES,Caan or Cagney,Other,,False,3,14,2,False,False,False,False,0,False,4.0,0,0.6666666666666666,0.0,False,False,False,False,False,False,False
766824,5/30/1994,ENOCH,"Tennyson's ""___ Arden""",Other,,False,3,22,8,False,True,False,False,0,False,6.666666666666667,0,0.6666666666666666,0.2727272727272727,False,False,False,False,False,False,False
766905,5/29/1994,EDEN,"Old New York tourist site, ___ Musee",Other,,False,7,36,10,False,True,False,False,0,False,4.285714285714286,1,0.5714285714285714,0.1111111111111111,False,False,False,False,False,False,False
766937,5/29/1994,ARI,Biblical lion,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,False,False,False,False,True
766969,5/29/1994,ESAU,Genesis name,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.0,0.0,False,False,False,False,False,False,False
767072,5/27/1994,ESTH,O.T. book,Other,,False,2,9,3,False,False,False,False,2,False,4.0,0,0.5,0.2222222222222222,False,False,False,False,False,False,False
767114,5/26/1994,HUR,Big Ben?,Other,,True,2,8,2,False,False,False,False,0,False,3.5,0,0.5,0.125,False,False,False,False,False,False,False
767146,5/26/1994,LEAH,Levi's mother,Other,,False,2,13,2,False,False,False,False,0,False,6.0,0,0.5,0.07692307692307693,False,False,False,False,False,False,False
767164,5/25/1994,ABBA,Palindromic name in pop music,Other,,False,5,29,4,False,False,False,False,0,False,5.0,0,0.2,0.0,False,False,False,False,False,False,False
767197,5/25/1994,ARARAT,Ark's terminus,Other,,False,2,14,2,False,False,False,False,0,False,6.5,0,0.5,0.07142857142857142,False,False,False,False,False,False,False
767205,5/25/1994,INIGO,Architect Jones,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,1.0,0.0,False,False,False,False,False,False,False
767277,5/24/1994,EST,Erhard's training,Other,,False,2,17,2,False,False,False,False,0,False,8.0,0,0.5,0.058823529411764705,False,False,False,False,False,False,False
767294,5/23/1994,ASS,Beast of burden,Other,,False,3,15,2,False,False,False,False,0,False,4.333333333333333,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
767344,5/23/1994,RED,Crimson,Single Word,,False,1,7,0,False,False,False,False,0,False,7.0,0,1.0,0.0,False,False,False,False,False,False,False
767347,5/23/1994,MARY,Queen of Scots,Other,,False,3,14,2,False,False,False,False,0,False,4.0,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
767349,5/23/1994,ANT,Grasshopper's rebuker,Other,,False,2,21,2,False,False,False,False,0,False,10.0,0,0.5,0.047619047619047616,False,False,False,False,False,False,False
767363,5/23/1994,IRAN,Major rug exporter,Other,,False,3,18,2,False,False,False,False,0,False,5.333333333333333,0,0.0,0.0,False,False,False,False,False,False,False
767380,5/22/1994,ARI,Actress Meyers,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.5,0.0,False,False,False,False,False,False,False
767388,5/22/1994,ANT,Formicary inhabitant,Other,,False,2,20,1,False,False,False,False,0,False,9.5,0,0.5,0.0,False,False,False,False,False,False,False
767410,5/22/1994,AVA,Rock video award,Other,,False,3,16,2,False,False,False,False,0,False,4.666666666666667,0,0.3333333333333333,0.0,False,False,False,False,False,False,False
767443,5/22/1994,FIG,Trifling amount,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,False,False,False,False,False
767445,5/22/1994,EVE,"Keat's ""The ___ of St. Agnes""",Other,,False,6,29,12,False,True,False,False,1,False,4.0,0,0.6666666666666666,0.2413793103448276,False,False,False,False,False,False,False
767601,5/20/1994,SIN,Sermon subject,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.5,0.0,False,False,False,False,False,False,False
767678,5/19/1994,RED,It's seen in anger,Other,,False,4,18,4,False,False,False,False,0,False,3.75,0,0.25,0.05555555555555555,False,False,False,False,False,False,False
767712,5/19/1994,ELI,"""Boola Boola"" singer",Other,,False,3,20,4,False,False,False,False,0,False,6.0,0,0.3333333333333333,0.1,False,False,False,False,False,False,False
767785,5/17/1994,ART,Murals and the like,Other,,False,4,19,3,False,False,False,False,0,False,4.0,0,0.0,0.0,False,False,False,False,False,False,False
767788,5/17/1994,ABEL,Ill-fated sibling rival,Other,,False,3,23,3,False,False,False,False,0,False,7.0,0,0.0,0.043478260869565216,False,False,False,False,False,False,False
767790,5/17/1994,NOAH,Ark builder,Other,,False,2,11,1,False,False,False,False,0,False,5.0,0,0.5,0.0,False,False,False,False,False,False,False
